52152|882.9|
20859|690.0|
13363|274.1|
61620|354.09999999999997|
28495|525.6|
3697|240.29999999999998|
4481|240.29999999999998|
3556|326.7|
52506|49.1|
61257|148.8|
35416|255.6|
20191|859.6|
29617|246.5|
52081|37478.4|
28207|860.0|
3502|240.29999999999998|
26935|413.1|
51886|77.5|
13850|5190.2|
25440|550.9|
4607|240.29999999999998|
11464|244.9|
28893|246.5|
29914|859.8|
44976|860.8|
10103|8716.8|
55705|1043.1000000000001|
5859|65270.8|
44703|3495.3|
6719|541.9|
61267|2236.2|
53175|518.4|
3651|263.9|
10636|256.20000000000005|
4762|240.29999999999998|
49296|472.0|
49401|9972.8|
37327|275.29999999999995|
20465|354.09999999999997|
19919|1042.9|
17456|117.8|
5356|240.29999999999998|
30586|196.6|
10327|517.5|
51740|350.8|
57188|548.6|
36458|77.5|
53544|354.09999999999997|
59610|7.6|
34754|77.5|
58105|194.60000000000002|
6843|664.8|
60389|4418.2|
10722|1777.9|
17495|539.9|
35996|1738.4|
17374|1633.4|
4236|240.29999999999998|
56091|17.0|
3531|240.29999999999998|
9771|10567.800000000001|
3120|240.29999999999998|
33509|304.8|
4379|240.29999999999998|
20202|413.1|
32877|54882.2|
3072|240.29999999999998|
3073|240.29999999999998|
54360|343.9|
3683|240.29999999999998|
49148|860.8|
17150|649.1999999999999|
7162|541.1|
11779|2876.8|
54410|6261.0|
22568|81.9|
60086|248.29999999999998|
57807|157.2|
1231|952.3000000000001|
2641|269.1|
55339|524.2|
58097|292.5|
52039|844.8|
50928|3376.8|
17315|354.09999999999997|
56086|17.0|
59732|98.2|
14229|240.29999999999998|
4612|112.0|
28885|246.5|
20705|2713.2000000000003|
27858|304.8|
38676|3355.0|
52512|98.2|
51147|196.6|
59836|21717.100000000002|
17338|649.3|
52264|600.0|
58550|82.0|
37416|525.4|
40752|100.0|
43688|107.0|
31872|5449.100000000002|
51635|886.0|
58113|194.60000000000002|
58081|7446.5|
22674|621.0|
9760|33389.9|
55474|367.3|
49921|859.8|
26467|14564.8|
11748|2061.2|
19737|10704.400000000001|
49295|472.0|
2607|0.0|
59739|58.9|
37260|255.6|
15466|6166.5|
10446|0.0|
33064|1338.3000000000002|
